Game,Team,Stat,Data
370422125,SD,SB," Myers (1, 2nd base off Barraclough/Realmuto)"
370422103,LAA,SB," Maybin (2, 2nd base off Lawrence/Saltalamacchia)"
370423117,CIN,SB," Hamilton 2 (9, 2nd base off Lackey/Montero, 3rd base off Lackey/Montero)"
370423130,TB,SB," Sucre (1, 2nd base off Musgrove/McCann); Beckham (1, 2nd base off Gregerson/McCann)"
370423101,BOS,CS," Hernández (1, 2nd base by Crichton/Castillo)"
370423122,ATL,SB," Phillips (5, 2nd base off Eflin/Knapp)"
370423104,CHW,SB," Frazier (2, 2nd base off Otero/Pérez)"
370423108,STL,SB," Wong (2, 2nd base off Nelson/Piña)"
370423108,STL,CS," Piscotty (2, 2nd base by Nelson)"
370423108,STL,Picked Off, Díaz (1st base by Suter); Wong (2nd base by Piña)
370423113,TEX,SB," Rua (1, 2nd base off Hammel/Butera)"
370423113,TEX,CS," Profar (1, 2nd base by Moylan)"
370423113,TEX,Picked Off, Profar (1st base by Moylan)
370423127,COL,CS," Blackmon (2, 2nd base by Samardzija/Hundley)"
370423103,TOR,CS," Pillar (2, 2nd base by Wright)"
370423103,TOR,Picked Off, Pillar (1st base by Wright); Carrera (1st base by Wright)
370423103,LAA,SB," Trout (4, 2nd base off Stroman/Martin)"
370423111,SEA,SB," Dyson (6, 2nd base off Triggs/Vogt)"
370423125,SD,CS," Margot (3, 2nd base by Koehler/Realmuto)"
370424123,CHC,SB," Rizzo (4, 2nd base off Kuhl/Cervelli)"
370424108,CIN,SB," Hamilton (10, 2nd base off Garza/Piña); Votto (1, 2nd base off Garza/Piña)"
370424108,MIL,SB," Santana (3, 2nd base off Garrett/Turner); Pérez (1, 2nd base off Hernández/Turner)"
370424113,TEX,SB," Andrus (5, 3rd base off Hughes/Gimenez); Gallo (3, 2nd base off Hughes/Gimenez)"
370424113,TEX,CS," Choo (2, 2nd base by Hughes/Gimenez)"
370424104,CHW,SB," Anderson (2, 3rd base off Vargas/Pérez)"
370424129,SD,SB," Aybar (1, 2nd base off De La Rosa/Mathis)"
370424129,ARI,SB," Drury (1, 2nd base off Chacín/Hedges); Pollock (4, 3rd base off Torres/Hedges); Peralta (3, 2nd base off Torres/Hedges); Owings (5, 2nd base off Torres/Hedges)"
370424129,ARI,Picked Off, Tomás (2nd base by Chacín)
370424103,TOR,CS," Carrera (1, 2nd base by Hernandez); Pillar (3, 2nd base by Chavez/Maldonado)"
370424103,TOR,Picked Off, Carrera (1st base by Hernandez)
370424103,LAA,SB," Maybin (3, 2nd base off Liriano/Martin)"
370424126,LAD,CS," Taylor (1, 2nd base by Law/Posey)"
370424126,LAD,Picked Off, Turner (2nd base by Posey)
370424126,SF,CS," Núñez (1, 2nd base by Romo/Grandal)"
370425101,TB,CS," Bourjos (1, 3rd base by Miley/Joseph)"
370425101,TB,Picked Off, Bourjos (2nd base by Joseph)
370425123,CHC,SB," Bryant (4, 2nd base off Cole/Cervelli)"
370425123,CHC,CS," Contreras (1, 2nd base by Nicasio/Cervelli)"
370425123,PIT,SB," Polanco (5, 2nd base off Hendricks/Contreras)"
370425123,PIT,CS," Harrison (2, 2nd base by Hendricks/Contreras)"
370425106,SEA,SB," Motter (2, 2nd base off Zimmermann/McCann)"
370425108,MIL,SB," Broxton 2 (5, 2nd base off Feldman/Barnhart 2); Franklin (1, 2nd base off Stephenson/Barnhart)"
370425108,MIL,CS," Thames (1, 2nd base by Feldman/Barnhart)"
370425113,MIN,SB," Buxton (2, 2nd base off Cashner/Lucroy)"
370425113,MIN,CS," Dozier (2, 2nd base by Cashner/Lucroy)"
370425113,TEX,CS," Choo (3, 3rd base by E. Santana/Castro)"
370425129,ARI,SB," Pollock 2 (6, 2nd base off Stammen/Hedges, 3rd base off Richard/Hedges)"
370425129,ARI,CS," Owings (1, 2nd base by Richard)"
370425129,ARI,Picked Off, Owings (1st base by Richard)
370425103,OAK,CS," Decker (1, 2nd base by Ramírez/Maldonado)"
370425103,LAA,SB," Revere (1, 2nd base off Casilla/Phegley)"
370425103,LAA,CS," Simmons (2, 2nd base by Hahn)"
370425103,LAA,Picked Off, Simmons (1st base by Hahn)
370425126,LAD,SB," Seager (2, 2nd base off Strickland/Hundley)"
370425126,SF,SB," Núñez (7, 2nd base off Kershaw/Grandal)"
370425126,SF,CS," Núñez (2, 2nd base by Kershaw)"
370426108,MIL,SB," Shaw (2, 3rd base off Davis/Barnhart)"
370426104,CHW,SB," Saladino (2, 3rd base off Karns/Pérez); L. García (2, 2nd base off Karns/Pérez)"
370426102,NYY,SB," Headley (4, 2nd base off Porcello/León)"
370426101,TB,CS," Kiermaier (2, 2nd base by Bundy/Castillo)"
370426101,BAL,CS," Machado (1, 2nd base by Cobb/Norris)"
370426123,CHC,CS," Heyward (2, 2nd base by Glasnow/Cervelli)"
370426123,PIT,SB," Gosselin (1, Home off Lester/Contreras); Harrison (3, 2nd base off Lester/Contreras)"
370426123,PIT,CS," Gosselin (1, Home by Lester); Cervelli (1, 2nd base by Montgomery/Contreras)"
370426106,SEA,SB," Valencia (1, 2nd base off Norris/McCann); Dyson 2 (8, 2nd base off Norris/McCann, 2nd base off Sánchez/McCann)"
370426121,ATL,CS," Phillips (1, 2nd base by Gsellman/d'Arnaud)"
370426121,NYM,SB," Reyes (2, 2nd base off Teherán/Flowers)"
370426113,TEX,SB," DeShields 2 (4, 2nd base off Santiago/Gimenez 2); Gómez 2 (2, 2nd base off Santiago/Gimenez, 2nd base off Belisle/Gimenez)"
370426113,TEX,CS," Odor (2, 3rd base by Breslow/Gimenez); DeShields (2, 3rd base by Santiago/Gimenez)"
370426127,COL,Picked Off, Blackmon (1st base by Roark)
370426129,SD,SB," Aybar (2, 2nd base off Rodney/Mathis); Spangenberg (1, 2nd base off Rodney/Mathis); Margot (2, 3rd base off Rodney/Mathis)"
370426129,ARI,SB," Pollock (7, 2nd base off Cahill/Hedges); Lamb (2, 2nd base off Cahill/Hedges); Goldschmidt (5, 3rd base off Cahill/Hedges)"
370426129,ARI,CS," Ahmed (2, 3rd base by Buchter)"
370426103,LAA,SB," Trout (5, 2nd base off Montas/Vogt)"
370426126,SF,SB," Hernández (1, 2nd base off Stripling/Grandal)"
370427122,PHI,SB," Herrera (3, 2nd base off Volquez/Realmuto)"
370427122,PHI,CS," Herrera (2, 3rd base by Volquez/Realmuto)"
370427121,ATL,SB," Inciarte 2 (4, 2nd base off Familia/d'Arnaud, 3rd base off Familia/d'Arnaud); Freeman (3, 2nd base off Familia/d'Arnaud)"
370427224,STL,SB," Molina (1, 3rd base off Latos/Martin)"
370427224,STL,CS," Wong (1, 3rd base by Latos/Martin)"
370427224,STL,Picked Off, Wong (2nd base by Martin)
370427127,WSH,SB," Werth (1, 3rd base off Senzatela/Garneau); Wieters (1, 2nd base off Senzatela/Garneau)"
370427126,SF,SB," Tomlinson (1, 2nd base off Jansen/Barnes)"
400905914,SF,SB," Tomlinson (1, 2nd base off Jansen/Barnes)"
370427105,HOU,CS," Altuve (1, 2nd base by Allen/Gomes); Aoki (1, 2nd base by Kluber/Gomes)"
370427105,CLE,SB," Santana (2, 2nd base off Fiers/Gattis)"
370427105,CLE,CS," Ramírez (2, 2nd base by Harris/Gattis)"
370427324,TOR,SB," Travis 2 (2, 2nd base off Cecil/Fryer, 3rd base off Cecil/Fryer)"
370427324,STL,SB," Garcia (2, 3rd base off Lawrence/Saltalamacchia); Piscotty (1, 2nd base off Lawrence/Saltalamacchia)"
370427129,SD,SB," Solarte (2, 2nd base off Walker/Herrmann)"
370427129,ARI,SB," Goldschmidt (6, 2nd base off Weaver/Torrens); Owings (6, 2nd base off Yates/Torrens)"
370427129,ARI,Picked Off, Pollock (1st base by Weaver)
370428120,NYM,SB," Cabrera 2 (3, 3rd base off Pérez/Wieters, 2nd base off Scherzer/Wieters); T.J. Rivera (1, 2nd base off J. Turner/Wieters); Reyes (3, 2nd base off Romero/Wieters)"
370428120,NYM,CS," Reyes (1, 3rd base by Romero)"
370428102,BOS,CS," Ramírez (2, 2nd base by Arrieta/Contreras)"
370428105,SEA,CS," Dyson (2, 2nd base by Carrasco/Gomes)"
370428106,CHW,CS," Saladino (3, 3rd base by Boyd/Avila); Sánchez (1, 2nd base by Boyd)"
370428106,CHW,Picked Off, Sánchez (1st base by Boyd)
370428106,DET,SB," Iglesias (3, 2nd base off Pelfrey/Soto); Adduci (1, 2nd base off Swarzak/Soto)"
370428108,ATL,SB," Swanson (1, 2nd base off Barnes/Bandy); Adams (1, 2nd base off Barnes/Bandy)"
370428108,ATL,Picked Off, Markakis (2nd base by Anderson)
370428108,MIL,SB," Pérez (2, 3rd base off Colón/Flowers); Bandy (1, 2nd base off Colón/Flowers)"
370428118,HOU,CS," Bregman (2, 2nd base by Cotton/Vogt)"
370428124,CIN,Picked Off, Suárez (3rd base by Molina)
370428124,STL,CS," Piscotty (3, 2nd base by Adleman/Mesoraco)"
370428124,STL,Picked Off, Piscotty (1st base by Adleman)
370428129,ARI,SB," Pollock 2 (9, 3rd base off Freeland/Garneau, 3rd base off Ottavino/Garneau); Owings (7, 2nd base off Freeland/Garneau)"
370428126,SD,SB," Aybar (3, 2nd base off Law/Hundley)"
370428126,SD,Picked Off, Blash (1st base by Samardzija)
370429110,NYY,SB," Judge (1, 3rd base off Jiménez /Joseph)"
370429120,NYM,SB," Conforto (1, 2nd base off Strasburg/Lobatón)"
370429120,WSH,SB," Werth (2, 2nd base off Wheeler/d'Arnaud); T. Turner (4, 2nd base off Blevins/d'Arnaud)"
370429114,TOR,SB," Bautista (1, 2nd base off Andriese/Norris)"
370429114,TOR,Picked Off, Coghlan (2nd base by Sucre)
370429106,DET,SB," Upton (2, 2nd base off Holland/Narváez)"
370429106,DET,CS," Romine (3, 2nd base by Holland/Narváez)"
370429108,ATL,SB," Freeman (4, 2nd base off Nelson/Piña); Inciarte (5, 2nd base off Nelson/Piña)"
370429108,MIL,SB," Villar (5, 3rd base off J. García/Flowers)"
370429113,LAA,SB," Pennington (2, 2nd base off Bush/Lucroy)"
370429129,ARI,SB," Pollock (10, 3rd base off Anderson/Wolters); Goldschmidt (7, 2nd base off Anderson/Wolters)"
370429126,SD,SB," Aybar (4, 2nd base off Cain/Posey); Myers (2, 2nd base off Cain/Posey); Margot (3, 2nd base off Cain/Posey)"
370429126,SD,CS," Hedges (1, Home by Cain/Posey)"
370430110,BAL,SB," Gentry 2 (3, 2nd base off Montgomery/Higashioka, 2nd base off Betances/Higashioka); Rickard (1, 2nd base off Mitchell/Romine)"
370430105,CLE,SB," Kipnis (1, 2nd base off De Jong/Ruiz)"
370430105,CLE,CS," Almonte (1, 2nd base by De Jong/Ruiz)"
370430106,DET,CS," Collins (2, 2nd base by González/Soto)"
370430128,PIT,SB," Bell (1, 2nd base off McGowan/Ellis); McCutchen (2, 2nd base off Barraclough/Ellis)"
370430128,MIA,SB," Yelich (3, 2nd base off Kuhl/Stewart)"
370430108,ATL,SB," Inciarte 2 (7, 3rd base off Garza/Bandy, 2nd base off Garza/Bandy)"
370430108,ATL,CS," Freeman (2, 2nd base by Knebel/Piña)"
370430108,MIL,SB," Broxton (6, 2nd base off Foltynewicz/Suzuki)"
370430118,OAK,SB," Rosales (1, 2nd base off Gregerson/McCann)"
370430107,MIN,SB," Kepler (1, 2nd base off Hammel/Pérez); Buxton (3, 2nd base off Hammel/Pérez); D. Santana (1, 2nd base off Herrera/Pérez)"
370430124,CIN,SB," Peraza (7, 2nd base off Broxton/Molina)"
370430124,CIN,CS," Peraza (1, Home by Broxton/Molina)"
370430124,STL,CS," Piscotty (4, 2nd base by Iglesias/Mesoraco)"
370430113,TEX,SB," DeShields (5, 2nd base off Ramírez/Maldonado); Gómez (3, 2nd base off Ramírez/Maldonado); Gallo (4, 2nd base off Ramírez/Maldonado); Mazara (2, 2nd base off Parker/Maldonado)"
370430113,TEX,CS," Mazara (1, 2nd base by Parker/Maldonado)"
370430126,SD,SB," Margot (4, 3rd base off Blach/Posey)"
370430119,PHI,Picked Off, Rupp (2nd base by Grandal)
370501110,TOR,SB," Pillar (3, 2nd base off Severino/Romine)"
370501110,NYY,SB," Ellsbury (7, 2nd base off Barnes/Maile)"
400905977,TOR,SB," Pillar (3, 2nd base off Severino/Romine)"
400905977,NYY,SB," Ellsbury (7, 2nd base off Barnes/Maile)"
370501106,DET,SB," Castellanos (1, 2nd base off McAllister/Pérez)"
370501117,PIT,CS," Bell (1, 2nd base by Garrett/Barnhart); McCutchen (1, 2nd base by Garrett)"
370501117,PIT,Picked Off, McCutchen (1st base by Garrett)
370501117,CIN,SB," Hamilton 3 (13, 2nd base off Cole/Stewart 2, 3rd base off Cole/Stewart); Barnhart (1, 2nd base off Cole/Stewart)"
370501128,TB,SB," Miller 2 (2, 3rd base off Tazawa/Realmuto, 2nd base off Tazawa/Realmuto)"
370501128,MIA,SB," Gordon 3 (7, 2nd base off Díaz/Norris, 3rd base off Díaz/Norris, 2nd base off Odorizzi/Norris)"
370501115,NYM,CS," Cabrera (1, 2nd base by Krol)"
370501115,NYM,Picked Off, Cabrera (1st base by Krol)
370501118,TEX,CS," Andrus (2, 2nd base by McCullers Jr./McCann)"
370501118,HOU,SB," Altuve (8, 2nd base off Cashner/Lucroy)"
370501124,MIL,Picked Off, Villar (1st base by Siegrist)
370502110,TOR,CS," Pillar (4, 3rd base by Tanaka)"
370502120,ARI,SB," Pollock (11, 2nd base off Roark/Lobatón); Owings (8, 2nd base off Roark/Lobatón); Goldschmidt (8, 3rd base off Blanton/Lobatón); Lamb (3, 2nd base off Blanton/Lobatón)"
370502120,ARI,CS," Goldschmidt (1, 2nd base by Roark/Lobatón)"
370502120,WSH,SB," T. Turner (5, 2nd base off Walker/Herrmann)"
370502106,DET,SB," Upton (3, 2nd base off Kluber/Gomes)"
370502117,PIT,SB," Hanson (2, 2nd base off Feldman/Mesoraco)"
370502117,CIN,SB," Hamilton 2 (15, 2nd base off Glasnow/Díaz, 3rd base off Glasnow/Díaz)"
370502128,TB,SB," Kiermaier (5, 2nd base off Volquez/Realmuto)"
370502128,TB,CS," Dickerson (1, 2nd base by Volquez/Realmuto)"
370502116,PHI,CS," Altherr (1, 2nd base by Lester)"
370502116,PHI,Picked Off, Joseph (2nd base by Contreras)
370502109,OAK,SB," Joyce (1, 2nd base off E. Santana/Castro)"
370502109,MIN,SB," Kepler (2, 2nd base off Gray/Vogt)"
370502109,MIN,CS," Rosario (1, 2nd base by C Valdez/Vogt)"
370502112,LAA,SB," Maybin (4, 2nd base off Díaz/Zunino); Pujols (1, 3rd base off Pazos/Ruiz)"
370502112,SEA,SB," Segura (4, 2nd base off Shoemaker/Maldonado); Heredia (1, 2nd base off Parker/Maldonado)"
370502119,LAD,SB," Utley (1, 2nd base off Gearrin/Hundley)"
370502125,COL,SB," Desmond (1, 2nd base off Cahill/Hedges)"
370502125,SD,CS," Margot (4, 2nd base by Chatwood/Wolters)"
370503110,NYY,CS," Judge (1, 2nd base by Stroman/Martin)"
370503120,ARI,CS," Owings (2, 3rd base by Gonzalez/Wieters)"
370503102,BOS,SB," Bogaerts (3, 3rd base off Bleier/Joseph); Betts (4, 2nd base off Jiménez/Joseph)"
370503102,BOS,CS," Young (2, 2nd base by Jiménez)"
370503102,BOS,Picked Off, Young (1st base by Jimenez)
370503117,PIT,SB," Polanco (6, 2nd base off Davis/Mesoraco)"
370503116,PHI,SB," Nava (1, 2nd base off Arrieta/Montero)"
370503116,PHI,Picked Off, Hernández (1st base by Arrieta)
370503116,CHC,SB," Báez (1, 2nd base off Benoit/Knapp)"
370503109,MIN,SB," Dozier (6, 2nd base off Madson/Vogt)"
370503118,TEX,CS," Odor (3, 2nd base by Morton/McCann)"
370503107,CHW,SB," Sánchez (1, 2nd base off Karns/Pérez)"
370503112,LAA,SB," Revere (2, 2nd base off Iwakuma/Zunino)"
370503112,SEA,SB," Segura (5, 2nd base off Pounders/Maldonado)"
370503119,LAD,CS," Toles (1, 2nd base by Samardzija/Posey); Taylor (2, 2nd base by Samardzija/Posey)"
370504117,CIN,SB," Alcántara (1, 2nd base off Nova/Cervelli); Hamilton (16, 2nd base off Nova/Cervelli)"
370504117,CIN,CS," Suárez (1, 2nd base by Hudson/Cervelli)"
370504120,WSH,SB," Taylor 2 (2, 2nd base off Delgado/Iannetta 2); T. Turner (6, 3rd base off Wilhelmsen/Iannetta); Werth (3, 2nd base off Wilhelmsen/Iannetta)"
370504118,HOU,SB," González (2, 2nd base off Griffin/Chirinos)"
370504107,CHW,CS," Sánchez (2, 2nd base by Kennedy/Pérez)"
370504107,CHW,Picked Off, Sánchez (1st base by Pérez)
370504116,PHI,SB," Hernández (4, 2nd base off Lackey/Montero); Altherr (3, 2nd base off Grimm/Montero)"
370504116,CHC,Picked Off, Zobrist (2nd base by Gómez); Jay (1st base by Eflin)
370504125,COL,CS," Desmond (1, 2nd base by Perdomo/Hedges)"
370504125,SD,SB," Myers (3, 2nd base off Freeland/Hanigan)"
370504102,BAL,SB," Smith (1, Home off Kendrick/Vázquez); Machado (2, 2nd base off Kendrick/Vázquez)"
370504130,MIA,SB," Gordon (8, 2nd base off Andriese/Norris)"
370504130,MIA,CS," Gordon (2, 2nd base by Andriese/Norris)"
370504124,STL,SB," Wong (3, 2nd base off Anderson/Bandy)"
370504112,SEA,SB," Dyson (9, 2nd base off Wright/Graterol)"
370504112,SEA,CS," Segura (1, 2nd base by Meyer/Graterol)"
370505116,NYY,SB," Hicks (3, 2nd base off Rondón/Contreras)"
370505116,CHC,CS," Bryant (2, 2nd base by Pineda)"
370505116,CHC,Picked Off, Bryant (1st base by Pineda)
370505122,PHI,SB," Galvis (2, 2nd base off Strasburg/Wieters)"
370505123,MIL,SB," Villar (6, 2nd base off Kuhl/Cervelli)"
370505121,MIA,SB," Rojas (2, 2nd base off Montero/R. Rivera); Gordon (8, 2nd base off Smoker/R. Rivera)"
370505121,NYM,CS," Bruce (1, 2nd base by Koehler/Realmuto)"
370505107,CLE,CS," Pérez (1, 2nd base by Hammel/Pérez)"
370505117,CIN,SB," Hamilton 2 (18, 2nd base off Cain/Posey, 3rd base off Cain/Posey); Cozart (2, 2nd base off Cain/Posey); Peraza (8, 2nd base off Cain/Posey)"
370505111,DET,SB," Romine (1, 2nd base off Triggs/Maxwell)"
370505103,HOU,SB," Altuve (9, 2nd base off Norris/Maldonado)"
370505103,LAA,CS," Escobar (2, 2nd base by Keuchel/McCann)"
370505112,TEX,SB," Andrus (6, 2nd base off Díaz/Ruiz)"
370505112,SEA,CS," Segura (2, 2nd base by Darvish/Lucroy)"
370505125,LAD,SB," Puig (3, 2nd base off Yates/Hedges)"
370505125,SD,CS," Blash (1, 2nd base by Báez/Grandal)"
370506109,BOS,SB," Pedroia (1, 2nd base off Tepesch/Castro)"
370506130,TOR,CS," Travis (1, 2nd base by Odorizzi/Norris)"
370506130,TB,SB," Miller (3, 3rd base off Estrada/Maile)"
370506107,CLE,CS," Ramírez (3, 2nd base by Vargas)"
370506107,CLE,Picked Off, Ramírez (1st base by Vargas)
370506122,PHI,SB," Galvis (3, 2nd base off Cole/Wieters)"
370506122,PHI,CS," Herrera (3, 2nd base by Cole/Wieters); Saunders (1, 2nd base by Cole/Wieters)"
370506123,MIL,CS," Santana (1, 2nd base by Cole/Cervelli)"
370506115,STL,SB," Grichuk 2 (3, 2nd base off Ramírez/Flowers, 2nd base off Teherán/Flowers)"
370506115,ATL,SB," Adams (2, 2nd base off Leake/Fryer)"
370506115,ATL,CS," Inciarte (1, 2nd base by Leake/Fryer)"
370506117,CIN,SB," Hamilton (19, 3rd base off Blach/Posey)"
370506121,MIA,SB," Gordon (9, 2nd base off Gsellman/Plawecki)"
370506116,NYY,SB," Hicks (4, 2nd base off Peña/Contreras)"
370506127,ARI,Picked Off, Ahmed (2nd base by Anderson)
370506125,LAD,SB," Bellinger (1, 3rd base off Richard/Hedges)"
370506103,HOU,CS," Altuve (2, 2nd base by Norris/Graterol)"
370506112,TEX,SB," DeShields (6, 2nd base off De Jong/Gosewisch)"
370507130,TOR,SB," Pillar (4, 2nd base off Cobb/Sucre)"
370507130,TB,SB," Robertson (1, 2nd base off Tepera/Martin)"
370507101,BAL,SB," Rickard (2, 2nd base off Robertson/Soto)"
370507115,STL,SB," Pham (1, 2nd base off O'Flaherty/Suzuki)"
370507115,STL,CS," Grichuk (1, 3rd base by Dickey/Suzuki)"
370507115,STL,Picked Off, Sierra (1st base by Dickey)
370507115,ATL,SB," A. García (1, 2nd base off Wacha/Molina); Peterson (1, 2nd base off Bowman/Molina)"
370507123,MIL,SB," Villar (7, 2nd base off Glasnow/Stewart); Broxton (7, 2nd base off Glasnow/Stewart)"
370507123,MIL,CS," Broxton (3, 2nd base by Glasnow/Stewart)"
370507123,PIT,Picked Off, Polanco (1st base by Davies)
370507109,BOS,SB," Benintendi (3, 3rd base off Rogers/Gimenez)"
370507107,KC,SB," Cain (7, 2nd base off Allen/Gomes)"
370507122,WSH,CS," Werth (1, 3rd base by Hellickson)"
370507127,ARI,SB," Blanco (1, 2nd base off Chatwood/Garneau)"
370507127,ARI,Picked Off, Lamb (1st base by Garneau)
370507127,COL,CS," LeMahieu (1, 2nd base by Hoover)"
370507127,COL,Picked Off, Blackmon (1st base by Walker)
370507103,HOU,SB," Marisnick (1, 2nd base off Shoemaker/Maldonado)"
370507103,HOU,CS," Marisnick (2, 2nd base by Shoemaker/Maldonado)"
370507103,HOU,Picked Off, Altuve (1st base by Shoemaker)
370507103,LAA,SB," Maybin (5, 2nd base off Fiers/Gattis)"
370507111,DET,CS," Upton (2, 2nd base by Gray/Maxwell)"
370507111,OAK,SB," Plouffe (1, 3rd base off Norris/McCann); Pinder (1, 2nd base off Norris/McCann)"
370507112,TEX,CS," Andrus (3, 2nd base by Overton/Ruiz)"
370507112,TEX,Picked Off, Andrus (2nd base by Overton)
370507117,CIN,CS," Hamilton (2, 3rd base by Cueto/Posey)"
370507116,NYY,SB," Hicks (5, 3rd base off Lester/Contreras); Holliday (1, 2nd base off Lester/Contreras); Gregorius (1, 2nd base off Strop/Contreras)"
370507116,NYY,Picked Off, Ellsbury (1st base by Contreras)
370507116,CHC,SB," Báez (2, 2nd base off Chapman/Romine)"
370508130,KC,SB," Gordon (1, 2nd base off Pruitt/Norris); Cain (8, 2nd base off Pruitt/Norris); Hosmer 2 (2, 3rd base off Pruitt/Norris, 2nd base off Pruitt/Norris)"
370508111,LAA,SB," Revere (3, 2nd base off Hendriks/Vogt)"
370508125,TEX,SB," Choo (2, 2nd base off Cahill/Hedges)"
370508125,TEX,CS," Gómez (2, 2nd base by Cahill/Hedges)"
370509227,COL,SB," Blackmon (2, 3rd base off Arrieta/Montero); LeMahieu (2, 2nd base off Arrieta/Montero)"
370509101,WSH,SB," Rendon (1, 2nd base off Jiménez/Joseph); Goodwin (1, 2nd base off Verrett/Joseph)"
370509101,WSH,CS," T. Turner (1, 2nd base by Jiménez/Joseph)"
370509122,PHI,SB," Hernández (5, 2nd base off Miranda/Gosewisch)"
370509114,TOR,SB," Bautista (2, 2nd base off Carrasco/Gomes)"
370509117,CIN,SB," Schebler (2, 2nd base off Sabathia/Sánchez)"
370509128,STL,CS," Sierra (1, 2nd base by Straily/Realmuto)"
370509130,KC,SB," Cain (9, 2nd base off D. Moreno/Sucre)"
370509130,KC,Picked Off, Hosmer (1st base by Sucre)
370509130,TB,SB," Weeks Jr. (1, 3rd base off Young/Pérez); Kiermaier (6, 2nd base off Young/Pérez)"
370509130,TB,CS," Dickerson (2, 2nd base by Young/Pérez)"
370509108,MIL,SB," Broxton (8, 2nd base off Pomeranz/León)"
370509108,MIL,CS," Villar 2 (3, 3rd base by Pomeranz/León, 2nd base by Scott/León); Arcia (2, 2nd base by Pomeranz/León)"
370509108,MIL,Picked Off, Villar (1st base by Scott)
370509104,MIN,SB," Polanco (2, 2nd base off Pelfrey/Narváez)"
370509111,LAA,CS," Valbuena (1, 2nd base by Smith/Maxwell)"
370509111,OAK,SB," R. Davis 2 (3, 3rd base off Meyer/Maldonado, 2nd base off Meyer/Maldonado)"
370509119,PIT,CS," Bostick (1, 2nd base by Urías/Grandal); Moroff (1, 2nd base by Avilán)"
370509119,PIT,Picked Off, Moroff (1st base Avilán)
370509119,LAD,SB," Puig (4, 2nd base off Watson/Cervelli)"
370510121,NYM,SB," Reyes (4, 2nd base off Cain/Hundley)"
370510118,ATL,CS," Inciarte (2, 2nd base by Musgrove/Gattis)"
370510118,HOU,SB," Marisnick (2, 2nd base off J. García/Suzuki)"
370510111,LAA,SB," Maybin (6, 2nd base off Triggs/Vogt)"
370510111,OAK,SB," R. Davis (4, 2nd base off Chavez/Graterol)"
370510111,OAK,CS," Vogt (1, 2nd base by Petit/Graterol)"
370510128,STL,SB," Gyorko (2, 2nd base off Koehler/Realmuto); Molina (2, 3rd base off Tazawa/Realmuto); Díaz (4, 2nd base off Tazawa/Realmuto)"
370510128,MIA,SB," Gordon 2 (11, 2nd base off Lynn/Molina, 3rd base off Cecil/Molina)"
370510114,CLE,CS," Martínez (1, 2nd base by Barnes/Maile)"
370510113,SD,SB," Aybar (4, 2nd base off Darvish/Lucroy)"
370510113,TEX,SB," Choo (3, 2nd base off Perdomo/Torrens)"
370510113,TEX,CS," Andrus (4, 3rd base by Perdomo)"
370510108,MIL,SB," Shaw (3, 3rd base off Hembree/Vázquez); Santana (4, 2nd base off Hembree/Vázquez); Thames (1, 2nd base off Abad/Vázquez)"
370510129,ARI,SB," Goldschmidt (9, 2nd base off Sánchez/McCann)"
370511108,BOS,SB," Bogaerts 2 (5, 2nd base off Nelson/Piña, 2nd base off Knebel/Piña)"
370511108,MIL,CS," Broxton (4, 3rd base by Rodríguez/Vázquez)"
370511130,TB,CS," Kiermaier (3, 2nd base by Vargas/Pérez)"
370511110,HOU,SB," Aoki (2, 2nd base off Pineda/Sánchez); Marisnick (3, 2nd base off Holder/Sánchez)"
370511110,NYY,SB," Hicks (6, 2nd base off Devenski/McCann); Judge (2, 2nd base off Devenski/McCann); Ellsbury (8, 2nd base off Giles/McCann)"
370511113,SD,CS," Aybar (1, 2nd base by Dyson/Lucroy)"
370511113,TEX,SB," Gómez (4, 2nd base off Hand/Hedges)"
370511113,TEX,CS," Odor (4, 2nd base by Richard)"
370511127,COL,SB," Reynolds (1, 2nd base off Ryu/Barnes)"
370511129,PIT,CS," Mercer (2, 2nd base by Greinke/Mathis); Harrison (3, 2nd base by Rodney/Mathis)"
370511126,CIN,SB," Suárez (2, 2nd base off Blach/Hundley)"
370512110,HOU,SB," Bregman (3, 2nd base off Chapman/Sánchez)"
370512114,TOR,SB," Pillar (5, 2nd base off Bergman/Ruiz); Carrera (2, 3rd base off Machí/Ruiz)"
370512128,ATL,CS," Inciarte (3, 2nd base by Ureña); Kemp (1, 2nd base by Ureña/Realmuto)"
370512128,ATL,Picked Off, Inciarte (1st base by Urena)
370512113,OAK,CS," Healy (1, 2nd base by Kela/Lucroy); R. Davis (3, 2nd base by Cashner/Lucroy)"
370512113,TEX,SB," Odor (2, 2nd base off Hahn/Vogt)"
370512108,NYM,Picked Off, Bruce (2nd base by Bandy)
370512108,MIL,SB," Sogard (1, 2nd base off Harvey/R. Rivera)"
370512108,MIL,CS," Pérez (1, 2nd base by Edgin/R. Rivera)"
370512107,KC,SB," Cain (10, 3rd base off Bundy/Joseph); Merrifield (2, 2nd base off Givens/Joseph)"
370512124,STL,SB," Grichuk (4, 2nd base off Davis/Contreras)"
370512124,STL,Picked Off, Fowler (1st base by Contreras)
370512127,LAD,CS," Pederson (1, 2nd base by Chatwood/Garneau)"
370512129,ARI,SB," Peralta (4, 3rd base off Glasnow/Stewart)"
370512129,ARI,CS," Goldschmidt (2, 2nd base by Glasnow/Stewart)"
